,client_id,transaction_volume,correspondant_name,correspondant_bank_name,date,direction
368,64,30000,Zauner Gesellschaft mbH,DEUTSCHE BANK,2020-06-05,in
369,63,49000,Goertz A.G. & Co. KG,SANTANDER,2019-09-16,out
370,71,30000,Klinkhammer A.G. & Co. KG,WISE,2019-09-15,out
371,13,43000,Schubert AG u. Co. KG,SANTANDER,2021-01-05,in
372,78,30000,Kirch u. DreesGesellschaft mbH,REVOLUT,2020-04-15,in
373,50,16000,Stocker u. Stahl OHG,SANTANDER,2021-05-17,in
374,49,11000,Seidl und Frieß O.H.G.,SANTANDER,2021-01-15,in
375,58,41000,Ganter Aktiengesellschaft,DEUTSCHE BANK,2020-04-15,in
376,31,25000,Pawlik G.m.b.H.,SANTANDER,2019-03-22,in
377,59,10000,Heckel A.G. & Co. KG,N26,2021-12-02,out
378,52,42000,Heinz O.H.G,COMMERZBANK,2021-09-06,out
379,73,46000,Haberkorn GMBH,DEUTSCHE BANK,2019-11-10,out
380,21,20000,Vollmer GmbH und Co. KG,REVOLUT,2021-02-06,out
381,93,22000,Mertens & Franz Gesellschaft mbH,SANTANDER,2018-09-25,in
382,90,18000,Kupka AG & Co. KG,N26,2019-07-21,out
383,56,25000,Ries AG u. Co. KG,SANTANDER,2018-06-17,in
384,83,15000,Hielscher u. Götze A.G,SANTANDER,2021-11-29,in
385,35,36000,Pfeiffer K.G.,N26,2021-07-16,out
386,14,25000,Schleich AG und Co. KG,SANTANDER,2021-08-25,in
387,32,18000,Krupp u. Möhle AG,N26,2019-06-08,in
388,5,21000,Wagner & ThöneGesellschaft M.B.H.,N26,2019-12-24,in
389,98,18000,Kellermann GMBH,DEUTSCHE BANK,2020-02-07,out
390,46,11000,Schardt O.H.G.,COMMERZBANK,2021-07-19,out
391,15,48000,Harder GmbH und Co. KG,COMMERZBANK,2019-03-30,in
392,60,16000,Kamps GmbH & Co. KG,N26,2021-10-01,out
393,50,45000,Lewandowski & Schlömer GMBH,SANTANDER,2021-10-04,in
394,55,25000,Stach OHG,REVOLUT,2018-11-10,in
395,2,16000,Wagenknecht und Frost K.G.,REVOLUT,2021-08-16,in
396,54,45000,Zoller O.H.G.,REVOLUT,2019-02-22,in
397,35,16000,Schnoor G.m.b.H.,COMMERZBANK,2018-01-17,out
398,77,11000,Neubert AG,REVOLUT,2019-09-21,in
399,92,47000,Maiwald A.G.,DEUTSCHE BANK,2020-12-26,in
400,57,36000,AllesOffene Handelsgesellschaft,N26,2019-11-25,in
401,74,25000,Fromm A.G,N26,2018-10-16,out
402,49,48000,Kohn u. Matern GmbH und Co. KG,DEUTSCHE BANK,2021-11-27,out
403,25,35000,Stecher K.G,SANTANDER,2019-02-16,in
404,62,38000,Schiebel GmbH u. Co. KG,SANTANDER,2020-11-18,in
405,52,37000,Pflüger AG u. Co. KG,REVOLUT,2019-08-23,out
406,3,18000,Sanders u. Wanner G.m.b.H.,REVOLUT,2019-03-23,in
407,13,30000,Schroer G.M.B.H.,SANTANDER,2018-07-14,in
408,56,12000,Scheller G.m.b.H.,DEUTSCHE BANK,2019-08-17,in
409,25,47000,Stecher K.G,SANTANDER,2019-11-26,out
410,17,46000,Basler und Bongartz G.m.b.H.,COMMERZBANK,2018-09-08,out
411,97,46000,Wittenberg und Kaps K.G,WISE,2018-07-31,out
412,38,40000,Rose AG u. Co. KG,COMMERZBANK,2018-05-03,out
413,94,33000,Ehrenberg GmbH u. Co. KG,COMMERZBANK,2018-10-07,out
414,96,14000,Pfau G.M.B.H.,COMMERZBANK,2018-01-02,out
415,40,31000,Brümmer K.G.,DEUTSCHE BANK,2019-11-11,in
416,94,50000,Königs u. Kern OHG,SANTANDER,2021-10-11,in
417,40,40000,Dost GmbH u. Co. KG,DEUTSCHE BANK,2018-04-23,out
418,33,16000,Meder u. Hinzmann GmbH,COMMERZBANK,2021-02-08,out
419,77,43000,Grote u. Wittwer A.G,DEUTSCHE BANK,2019-08-17,in
420,49,28000,Kölbl A.G. & Co. KG,COMMERZBANK,2021-04-06,in
421,74,28000,Fromm A.G,DEUTSCHE BANK,2018-10-04,in
422,89,14000,Sorg & Siegert AG & Co. KG,N26,2021-12-23,out
423,31,39000,Debus und Witzke GmbH u. Co. KG,SANTANDER,2021-04-25,out
424,60,34000,Kamps GmbH & Co. KG,SANTANDER,2018-03-26,out
425,82,46000,Schreiter GmbH,SANTANDER,2021-04-02,out
426,9,44000,Wein G.m.b.H.,SANTANDER,2021-05-07,out
427,23,48000,Heisig Offene Handelsgesellschaft,WISE,2021-10-11,out
428,31,44000,Niklas GmbH u. Co. KG,COMMERZBANK,2020-07-27,in
429,42,13000,Reimer K.G.,REVOLUT,2018-12-22,out
430,68,10000,Reschke G.M.B.H.,WISE,2020-05-18,out
431,2,13000,Thiele & Hammes GmbH & Co. KG,SANTANDER,2020-01-29,out
432,65,39000,Herbst K.G.,SANTANDER,2018-06-09,in
433,21,12000,Schad A.G.,N26,2020-02-23,in
434,97,38000,Wittenberg und Kaps K.G,COMMERZBANK,2018-01-01,in
435,90,30000,Plum K.G.,REVOLUT,2020-01-13,out
436,31,39000,Feld & Horst O.H.G.,COMMERZBANK,2018-09-25,in
437,35,43000,Pfeiffer K.G.,SANTANDER,2019-09-15,out
438,51,16000,Bachmann A.G.,COMMERZBANK,2018-11-23,in
439,65,44000,Steinhauer und Schiefer AG u. Co. KG,COMMERZBANK,2019-08-18,out
440,13,34000,Schubert AG u. Co. KG,WISE,2021-07-04,out
441,7,29000,Abt Aktiengesellschaft,REVOLUT,2018-09-01,in
442,61,23000,HagelOffene Handelsgesellschaft,DEUTSCHE BANK,2020-10-20,in
443,33,10000,Hunger A.G,DEUTSCHE BANK,2018-12-22,out
444,10,31000,Freudenberg AG,REVOLUT,2020-09-23,out
445,34,36000,Selzer AG & Co. KG,WISE,2021-06-12,out
446,34,23000,Selzer AG & Co. KG,COMMERZBANK,2021-09-10,out
447,3,34000,Hennemann und Koslowski OHG,N26,2019-06-05,in
448,1,32000,Rabe GMBH,DEUTSCHE BANK,2021-02-09,out
449,87,22000,Schlichting K.G.,COMMERZBANK,2021-09-14,out
450,51,10000,Kutscher AG und Co. KG,REVOLUT,2020-09-06,out
451,76,24000,Faber OHG,SANTANDER,2019-02-10,out
452,13,15000,Schubert AG u. Co. KG,SANTANDER,2019-07-06,in
453,100,12000,Buchner A.G.,N26,2020-10-01,out
454,8,49000,Schmuck GmbH & Co. KG,WISE,2019-11-30,in
455,54,33000,JacobsenGesellschaft mit beschränkter Haftung,WISE,2019-12-12,out
456,87,23000,Ehrich G.m.b.H.,COMMERZBANK,2020-08-21,in
457,10,12000,Götz G.M.B.H.,COMMERZBANK,2020-01-07,in
458,82,48000,Schenke und Kramer K.G,DEUTSCHE BANK,2018-10-03,out
459,9,28000,Seel und Nitschke Gesellschaft mit beschränkter Haftung,COMMERZBANK,2018-02-13,out
460,37,17000,Behm A.G.,DEUTSCHE BANK,2020-10-19,in
461,20,12000,Ney & Kamp G.M.B.H.,REVOLUT,2018-05-24,in
462,76,31000,Faber OHG,SANTANDER,2018-10-25,out
463,87,21000,Hohl G.m.b.H.,WISE,2020-11-02,in
464,17,39000,Heymann und Harter G.m.b.H.,SANTANDER,2018-10-15,out
465,50,26000,Pabst G.m.b.H.,REVOLUT,2019-01-14,out
466,27,49000,Neuberger O.H.G,COMMERZBANK,2021-09-04,out
467,39,50000,Bangert G.M.B.H.,DEUTSCHE BANK,2018-12-21,in
468,52,33000,Daub und VolkertKommanditgesellschaft,REVOLUT,2020-09-18,out
469,51,20000,Bachmann A.G.,SANTANDER,2018-03-06,out
470,72,48000,Gaida OHG,DEUTSCHE BANK,2018-12-27,out
471,28,40000,Keitel G.m.b.H.,SANTANDER,2018-10-14,out
472,86,30000,GlaserGesellschaft mbH,SANTANDER,2020-02-12,in
473,25,36000,Ender u. Seyfarth AG u. Co. KG,DEUTSCHE BANK,2018-07-12,out
474,67,13000,Backhaus GmbH & Co. KG,SANTANDER,2020-09-29,out
475,44,32000,Eberle AG,SANTANDER,2020-07-28,out
476,57,41000,Gabel KG,SANTANDER,2019-04-20,out
477,76,12000,Faber OHG,SANTANDER,2018-03-15,out
478,77,40000,Gellert AG und Co. KG,WISE,2019-04-05,in
479,26,20000,Feist A.G. & Co. KG,COMMERZBANK,2019-12-25,in
480,59,34000,Dallmann und Völkel GMBH,SANTANDER,2020-06-22,in
481,90,19000,Uhlemann GmbH und Co. KG,SANTANDER,2018-10-17,in
482,74,25000,Fromm A.G,DEUTSCHE BANK,2020-03-03,out
483,79,43000,Holtmann O.H.G,WISE,2019-07-18,in
484,1,29000,Stemmler Gesellschaft mit beschränkter Haftung,WISE,2021-08-25,out
485,22,48000,Salomon und Haake AG u. Co. KG,WISE,2018-03-19,in
486,23,47000,Hörner u. Stockmann A.G.,DEUTSCHE BANK,2019-09-16,in
487,98,37000,Kellermann GMBH,SANTANDER,2019-01-30,in
488,55,24000,Knappe AG & Co. KG,SANTANDER,2020-09-24,in
489,94,15000,Meiners u. Königs A.G,SANTANDER,2019-10-04,out
490,22,13000,Salomon und Haake AG u. Co. KG,SANTANDER,2018-09-24,out
491,11,10000,Storm GmbH,SANTANDER,2020-06-21,out
492,5,17000,Schwager und Noack GmbH,DEUTSCHE BANK,2021-07-31,out
493,59,41000,Siegel AG,REVOLUT,2020-01-28,out
494,96,34000,Andresen und Mücke GmbH & Co. KG,N26,2020-07-15,out
495,26,38000,Fröhlich G.M.B.H.,DEUTSCHE BANK,2021-10-15,in
496,46,27000,Straßer AG,SANTANDER,2021-08-16,in
497,92,24000,Kugler und RosenbergerKommanditgesellschaft,COMMERZBANK,2020-11-22,out
498,60,39000,Kamps GmbH & Co. KG,SANTANDER,2021-08-29,in
499,60,28000,Manke und Kummer GmbH & Co. KG,SANTANDER,2020-11-21,out
500,77,22000,Röhm AG,COMMERZBANK,2021-09-29,out
501,86,48000,Franke A.G,COMMERZBANK,2018-10-10,in
502,14,40000,Sack O.H.G,DEUTSCHE BANK,2020-08-10,in
503,40,13000,Knobloch O.H.G,DEUTSCHE BANK,2020-07-01,out
504,73,27000,Swoboda G.m.b.H.,DEUTSCHE BANK,2019-03-12,out
505,66,17000,BäumlerGesellschaft mbH,REVOLUT,2019-01-11,in
506,58,10000,Jänicke & Wacker G.M.B.H.,SANTANDER,2018-12-14,in
507,72,17000,Busch AG & Co. KG,DEUTSCHE BANK,2019-12-05,in
508,61,44000,Happel & Ober O.H.G,COMMERZBANK,2020-08-13,in
509,28,44000,Kranz und Stier AG,DEUTSCHE BANK,2019-08-25,in
510,43,47000,Hörner A.G,WISE,2021-07-28,out
511,71,31000,Bergemann & Jahnke GmbH u. Co. KG,COMMERZBANK,2019-05-16,out
512,82,41000,Kind K.G,N26,2019-08-02,out
513,13,18000,Schubert AG u. Co. KG,SANTANDER,2019-04-28,out
514,39,24000,Dierks und JankeAktiengesellschaft,DEUTSCHE BANK,2021-09-30,in
515,33,27000,Messer O.H.G.,WISE,2018-09-27,out
516,2,29000,Appel GmbH,SANTANDER,2020-01-27,in
517,63,37000,Scheid A.G. & Co. KG,COMMERZBANK,2021-11-20,out
518,97,10000,Janik K.G,WISE,2020-01-05,out
519,20,22000,PfauKommanditgesellschaft,COMMERZBANK,2019-07-27,in
520,77,11000,Strobl Gesellschaft mit beschränkter Haftung,SANTANDER,2021-11-07,out
521,23,32000,Neumüller und Kersten GMBH,COMMERZBANK,2021-02-13,out
522,78,34000,Dehn und Friebe O.H.G.,DEUTSCHE BANK,2018-04-17,out
523,4,13000,Wiegel A.G,SANTANDER,2019-07-15,in
524,38,40000,Lindenberg & Trommer O.H.G.,DEUTSCHE BANK,2019-11-28,out
525,95,44000,Wachter u. Bausch G.M.B.H.,COMMERZBANK,2021-11-03,in
526,20,29000,Hoch und HähnelAktiengesellschaft,SANTANDER,2019-08-19,out
527,62,19000,Manthey u. Baltes A.G. & Co. KG,COMMERZBANK,2019-03-25,out
528,87,40000,Hohl G.m.b.H.,DEUTSCHE BANK,2019-02-12,out
529,29,15000,Angermann AG,COMMERZBANK,2019-12-11,in
530,91,48000,Ernst OHG,WISE,2021-05-02,out
531,46,39000,Straßer AG,DEUTSCHE BANK,2019-05-14,out
532,2,50000,Thiele & Hammes GmbH & Co. KG,SANTANDER,2019-09-21,in
533,7,36000,Meuser KG,REVOLUT,2018-12-25,out
534,90,32000,Loch & HellmuthKommanditgesellschaft,COMMERZBANK,2019-01-19,in
535,41,19000,Rösch GmbH & Co. KG,N26,2021-12-29,out
536,72,13000,Klinger AG,DEUTSCHE BANK,2019-09-05,out
537,53,37000,Knoch A.G.,SANTANDER,2018-05-30,in
538,16,27000,Willmann KG,SANTANDER,2020-11-18,in
539,63,43000,Sorge AG & Co. KG,WISE,2020-10-19,in
540,36,47000,Adolf und Schroth KG,DEUTSCHE BANK,2021-10-24,in
541,95,23000,Gehlen A.G.,COMMERZBANK,2021-01-09,out
542,24,11000,Rech u. Kling O.H.G.,DEUTSCHE BANK,2019-10-01,in
543,26,21000,Platz A.G. & Co. KG,COMMERZBANK,2018-09-25,in
544,100,33000,Schultheis AG und Co. KG,WISE,2018-12-25,in
545,15,32000,Wege & ZellGesellschaft M.B.H.,COMMERZBANK,2019-04-10,in
546,49,44000,BurgerGesellschaft mbH,DEUTSCHE BANK,2021-01-13,in
547,63,40000,Weiß und Bösch AG,REVOLUT,2020-06-11,in
548,79,24000,Goldberg GmbH u. Co. KG,COMMERZBANK,2020-10-05,in
549,34,12000,Stangl KG,WISE,2019-09-13,in
550,66,35000,Scheibel OHG,DEUTSCHE BANK,2019-08-31,out
551,62,49000,Brock & Fischbach AG & Co. KG,COMMERZBANK,2021-12-01,in
552,64,40000,Born AG u. Co. KG,REVOLUT,2019-05-29,in
553,96,11000,Andresen und Mücke GmbH & Co. KG,N26,2021-06-01,out
554,22,25000,Salomon und Haake AG u. Co. KG,DEUTSCHE BANK,2021-06-14,in
555,48,38000,Heiser AG u. Co. KG,DEUTSCHE BANK,2020-05-06,in
556,39,14000,Loos u. KnausKommanditgesellschaft,SANTANDER,2020-09-17,in
557,93,12000,Kienzle Aktiengesellschaft,DEUTSCHE BANK,2020-12-09,out
558,13,13000,Flick GmbH,REVOLUT,2018-03-04,out
559,82,24000,Reinert & LinnGesellschaft mit beschränkter Haftung,COMMERZBANK,2021-07-15,in
560,17,19000,Brock und Harrer Aktiengesellschaft,DEUTSCHE BANK,2021-12-01,in
561,15,35000,Flick AG & Co. KG,SANTANDER,2020-01-04,out
562,1,28000,Scheffel GmbH u. Co. KG,COMMERZBANK,2018-05-07,out
563,63,22000,GötteAktiengesellschaft,COMMERZBANK,2021-08-29,in
564,51,50000,Bachmann A.G.,N26,2021-03-01,out
565,29,50000,Angermann AG,COMMERZBANK,2019-05-15,out
566,7,50000,Abt Aktiengesellschaft,DEUTSCHE BANK,2018-08-26,out
567,100,15000,Buchner A.G.,DEUTSCHE BANK,2021-12-17,out
568,5,12000,HeberGesellschaft mbH,DEUTSCHE BANK,2020-12-31,in
569,39,11000,Diemer und Tappe O.H.G,DEUTSCHE BANK,2018-02-08,in
570,33,12000,Gehring GmbH u. Co. KG,DEUTSCHE BANK,2020-12-21,out
571,90,28000,Kupka AG & Co. KG,DEUTSCHE BANK,2021-03-25,in
572,46,47000,Straßer AG,DEUTSCHE BANK,2018-09-25,out
573,39,26000,Freudenberg K.G,DEUTSCHE BANK,2020-06-29,in
574,90,45000,Wilk K.G,SANTANDER,2021-11-12,in
575,62,42000,Brock & Fischbach AG & Co. KG,DEUTSCHE BANK,2021-07-21,out
576,79,39000,Obst O.H.G,REVOLUT,2021-06-27,in
577,47,48000,Carstens K.G,COMMERZBANK,2019-07-29,out
578,73,17000,Limbach AG u. Co. KG,SANTANDER,2021-05-14,out
579,37,11000,Pilz u. Hölzel K.G.,SANTANDER,2018-04-09,out
580,24,30000,Licht GMBH,N26,2018-01-25,out
581,46,46000,Lüth GMBH,SANTANDER,2018-09-01,out
582,34,20000,BreierGesellschaft mbH,REVOLUT,2019-12-08,in
583,19,10000,Wollschläger K.G.,DEUTSCHE BANK,2019-06-06,in
584,42,42000,Thomsen G.M.B.H.,REVOLUT,2020-08-29,out
585,13,16000,Stingl KG,SANTANDER,2018-10-11,out
586,91,29000,Hartig GmbH,N26,2018-06-17,in
587,55,45000,Krieg G.m.b.H.,SANTANDER,2020-01-08,out
588,87,16000,Ehlers G.m.b.H.,WISE,2018-04-26,in
589,87,40000,Hohl G.m.b.H.,N26,2021-07-04,out
590,29,37000,Wiemann und Schulten G.m.b.H.,SANTANDER,2018-07-03,out
591,14,31000,Büsing O.H.G.,SANTANDER,2018-05-24,out
592,23,18000,Heisig Offene Handelsgesellschaft,WISE,2021-02-25,in
593,12,33000,Edler O.H.G,N26,2018-08-10,in
594,23,33000,Dierks O.H.G.,DEUTSCHE BANK,2020-06-02,out
595,78,32000,Dehn und Friebe O.H.G.,DEUTSCHE BANK,2021-05-05,out
596,29,10000,Engel OHG,COMMERZBANK,2021-04-08,out
597,47,19000,Kreß O.H.G.,WISE,2019-06-09,out
598,42,38000,Schnieders K.G.,N26,2018-09-25,in
599,32,23000,Krupp u. Möhle AG,DEUTSCHE BANK,2018-10-16,in
600,99,15000,Förtsch AG,N26,2021-08-15,in
601,34,23000,Büttner und Huth AG & Co. KG,COMMERZBANK,2018-03-30,in
602,55,39000,Stach OHG,WISE,2018-09-13,in
603,25,46000,Stecher K.G,COMMERZBANK,2021-11-24,in
604,3,43000,Rabe G.M.B.H.,DEUTSCHE BANK,2021-03-18,in
605,27,31000,Jänicke GmbH & Co. KG,N26,2021-12-14,in
606,53,13000,Hering AG,N26,2021-08-16,out
607,97,41000,Wittenberg und Kaps K.G,REVOLUT,2021-09-14,out
608,51,49000,Bachmann A.G.,REVOLUT,2019-10-11,out
609,93,24000,Beer GmbH & Co. KG,DEUTSCHE BANK,2019-08-31,out
610,65,27000,Steinhauer und Schiefer AG u. Co. KG,COMMERZBANK,2019-06-23,in
611,79,33000,Sandner und Schad Kommanditgesellschaft,DEUTSCHE BANK,2020-04-11,in
612,3,46000,Stoll u. Röser GmbH & Co. KG,COMMERZBANK,2019-11-25,out
613,77,47000,Bruhn und Rasch GmbH & Co. KG,SANTANDER,2019-02-25,in
614,97,49000,Grebe AG und Co. KG,REVOLUT,2021-07-04,in
615,87,17000,Guse GMBH,DEUTSCHE BANK,2021-06-26,out
616,89,33000,Pötzsch AG und Co. KG,SANTANDER,2019-08-23,out
617,43,39000,Matthes u. Roth GMBH,COMMERZBANK,2020-12-09,in
618,67,50000,Dörfler Gesellschaft mit beschränkter Haftung,DEUTSCHE BANK,2019-02-27,in
619,38,17000,Rose AG u. Co. KG,N26,2018-01-30,out
620,41,50000,Nissen AG,SANTANDER,2021-12-04,out
621,53,34000,Knoch A.G.,N26,2019-02-28,out
622,90,12000,Götte & Raschke GMBH,COMMERZBANK,2020-09-13,out
623,52,11000,Roßbach GmbH,DEUTSCHE BANK,2021-07-22,in
624,48,27000,Pagel u. Merkel GmbH und Co. KG,SANTANDER,2020-08-04,out
625,68,46000,Finger GmbH,WISE,2021-03-11,in
626,94,23000,Matthies AG,SANTANDER,2018-12-04,out
627,88,10000,Flick und Schönberg AG & Co. KG,SANTANDER,2018-01-14,in
628,20,19000,Bätz GmbH und Co. KG,COMMERZBANK,2020-12-02,in
629,13,41000,Barz GmbH u. Co. KG,REVOLUT,2020-02-24,in
630,6,36000,Moor und Zorn A.G,COMMERZBANK,2019-12-02,in
631,65,41000,Uhlemann AG,COMMERZBANK,2018-04-30,in
632,20,36000,PfauKommanditgesellschaft,DEUTSCHE BANK,2018-06-12,in
633,27,19000,GanserKommanditgesellschaft,N26,2019-07-21,out
634,6,44000,Posselt A.G,REVOLUT,2019-02-14,out
635,63,29000,Scheid A.G. & Co. KG,SANTANDER,2020-08-23,in
636,35,48000,Fuchs G.M.B.H.,WISE,2021-04-06,out
637,70,45000,Meiners u. Katzer GmbH & Co. KG,REVOLUT,2019-03-27,out
638,15,24000,Ziemer AG & Co. KG,COMMERZBANK,2020-09-23,out
639,80,14000,Bott u. Brecht A.G.,DEUTSCHE BANK,2021-02-13,out
640,49,14000,Voges & Reichel AG u. Co. KG,DEUTSCHE BANK,2019-06-02,in
641,96,32000,Andresen und Mücke GmbH & Co. KG,SANTANDER,2018-09-17,in
642,78,47000,Gabler A.G. & Co. KG,COMMERZBANK,2018-12-07,in
643,51,27000,Bachmann A.G.,COMMERZBANK,2020-11-17,in
644,63,33000,Hutter und Seitz AG & Co. KG,N26,2021-03-28,out
645,7,19000,Abt Aktiengesellschaft,N26,2019-03-08,in
646,84,14000,Marschner AG u. Co. KG,COMMERZBANK,2020-04-16,out
647,14,40000,Büsing O.H.G.,SANTANDER,2021-12-02,in
648,16,19000,Weimer K.G,DEUTSCHE BANK,2019-11-02,in
649,47,26000,Storm & Mäder OHG,SANTANDER,2020-01-25,out
650,10,13000,Sander G.M.B.H.,SANTANDER,2021-12-06,in
651,82,22000,Nies und Junge GmbH & Co. KG,WISE,2018-09-11,out
652,76,46000,Faber OHG,N26,2018-09-25,in
653,68,18000,Schleicher AG,SANTANDER,2019-01-06,in
654,81,10000,Kleemann GMBH,N26,2020-03-07,out
655,84,41000,Marschner AG u. Co. KG,COMMERZBANK,2019-10-04,in
656,7,37000,Abt Aktiengesellschaft,SANTANDER,2020-08-21,out
657,9,11000,Wein G.m.b.H.,COMMERZBANK,2021-12-07,out
658,69,23000,Fischer u. Hierl K.G,SANTANDER,2020-10-30,out
659,10,32000,Sander G.M.B.H.,REVOLUT,2021-08-12,in
660,4,49000,Zech O.H.G,REVOLUT,2021-01-17,out
661,38,24000,Repp AG u. Co. KG,COMMERZBANK,2021-08-03,in
662,34,20000,Selzer AG & Co. KG,SANTANDER,2018-10-22,out
663,58,39000,Speck GMBH,SANTANDER,2019-03-01,in
664,73,50000,Gebel O.H.G,N26,2021-03-26,out
665,21,12000,Langhammer GMBH,WISE,2021-10-03,in
666,40,19000,Dost GmbH u. Co. KG,DEUTSCHE BANK,2020-07-30,in
667,97,10000,Stolle & Beermann O.H.G,SANTANDER,2021-08-31,in
668,36,46000,Funk K.G,COMMERZBANK,2019-01-14,in
669,57,23000,Paul O.H.G,COMMERZBANK,2018-09-12,in
670,72,19000,Pech GmbH und Co. KG,N26,2018-12-14,out
671,47,24000,Storm & Mäder OHG,COMMERZBANK,2019-04-25,in
672,16,45000,Freyer Offene Handelsgesellschaft,SANTANDER,2018-12-29,in
673,99,13000,Reinhard & Weisser AG u. Co. KG,SANTANDER,2019-08-28,out
674,82,19000,ImhofGesellschaft M.B.H.,SANTANDER,2019-09-07,out
675,60,14000,Löwen A.G. & Co. KG,WISE,2020-12-24,in
676,9,22000,Freudenberg OHG,SANTANDER,2021-04-06,in
677,66,46000,Scheibel OHG,DEUTSCHE BANK,2018-10-04,in
678,67,27000,Preuß O.H.G,COMMERZBANK,2021-03-25,out
679,32,42000,Krupp u. Möhle AG,COMMERZBANK,2019-01-07,in
680,54,29000,Beier u. Klein O.H.G,SANTANDER,2019-12-25,in
681,36,40000,FeldmeierGesellschaft mit beschränkter Haftung,COMMERZBANK,2019-11-11,out
682,54,14000,JacobsenGesellschaft mit beschränkter Haftung,DEUTSCHE BANK,2020-06-21,out
683,28,35000,Kelm & Brückmann AG,DEUTSCHE BANK,2021-07-25,in
684,51,46000,Bachmann A.G.,N26,2019-09-18,out
685,78,27000,Dehn und Friebe O.H.G.,DEUTSCHE BANK,2021-09-28,in
686,59,29000,Herzberg A.G.,SANTANDER,2019-11-02,out
687,65,48000,Steinhauer und Schiefer AG u. Co. KG,COMMERZBANK,2019-10-25,out
688,6,37000,Arens u. Ziemer O.H.G,COMMERZBANK,2021-06-21,in
689,6,40000,Nitsch u. Weil G.m.b.H.,COMMERZBANK,2019-08-09,in
690,91,43000,Hirt K.G.,COMMERZBANK,2019-03-10,in
691,18,24000,Staab u. Klett O.H.G.,N26,2019-06-07,out
692,42,23000,Mehnert KG,COMMERZBANK,2020-11-04,out
693,98,38000,KästnerKommanditgesellschaft,COMMERZBANK,2019-04-03,out
694,2,41000,Schönemann GMBH,DEUTSCHE BANK,2018-10-07,out
695,26,27000,Geis O.H.G,SANTANDER,2019-02-25,in
696,60,39000,Wulff KG,SANTANDER,2018-04-06,in
697,27,41000,Büttner G.M.B.H.,N26,2019-08-28,out
698,93,32000,Daub & Streicher A.G.,REVOLUT,2018-10-18,out
699,82,10000,Lüdemann AG,COMMERZBANK,2021-06-14,in
700,99,33000,Oestreich AG und Co. KG,WISE,2021-12-18,in
701,43,10000,Schleicher Gesellschaft mit beschränkter Haftung,COMMERZBANK,2019-06-06,in
702,49,23000,Sperlich O.H.G.,DEUTSCHE BANK,2021-11-21,out
703,21,19000,Vollmer GmbH und Co. KG,COMMERZBANK,2018-10-30,in
704,93,30000,SonnenbergKommanditgesellschaft,DEUTSCHE BANK,2020-09-10,out
705,33,28000,Hunger A.G,SANTANDER,2021-05-08,in
706,41,35000,BreunigGesellschaft mbH,N26,2020-03-03,in
707,57,32000,Schaar A.G.,DEUTSCHE BANK,2021-11-09,in
708,15,40000,Stiller OHG,DEUTSCHE BANK,2019-10-14,out
709,70,17000,Stolz und Tietze OHG,COMMERZBANK,2018-06-26,out
710,89,30000,Beier u. Kania A.G.,COMMERZBANK,2021-04-29,out
711,3,50000,Jakob K.G,REVOLUT,2018-01-07,in
712,93,45000,Güttler KG,WISE,2019-01-20,in
713,62,31000,Brock & Fischbach AG & Co. KG,DEUTSCHE BANK,2018-06-21,out
714,27,31000,Kaiser und Mathes AG,SANTANDER,2019-04-20,out
715,81,20000,Fisch & Flaig AG,N26,2020-02-03,in
716,9,45000,Wein G.m.b.H.,SANTANDER,2019-06-01,out
717,49,22000,Kießling u. Heindl AG u. Co. KG,SANTANDER,2018-07-11,in
718,15,16000,Scheidt und Schroth AG,SANTANDER,2021-01-12,in
719,47,45000,Storm & Mäder OHG,DEUTSCHE BANK,2019-04-24,in
720,50,15000,BethkeKommanditgesellschaft,SANTANDER,2020-06-18,out
721,9,29000,Handke und Grohmann A.G,DEUTSCHE BANK,2020-08-07,in
722,70,48000,Küster OHG,DEUTSCHE BANK,2020-04-10,out
723,23,46000,Heisig Offene Handelsgesellschaft,N26,2021-03-25,in
724,99,37000,Stratmann OHG,SANTANDER,2018-04-17,in
725,75,44000,HolznerOffene Handelsgesellschaft,REVOLUT,2021-08-02,in
726,89,11000,Mahn & Weinrich Offene Handelsgesellschaft,DEUTSCHE BANK,2021-03-04,in
727,11,31000,Wischnewski A.G. & Co. KG,DEUTSCHE BANK,2020-04-03,in
728,64,10000,Behn GmbH,SANTANDER,2019-06-13,in
729,79,10000,Obst O.H.G,N26,2018-07-28,in
730,33,29000,Morgenroth & Johann AG und Co. KG,SANTANDER,2018-10-05,out
731,51,12000,Bachmann A.G.,WISE,2020-10-21,out
732,95,14000,Großer & Thieme KG,DEUTSCHE BANK,2018-10-06,in
733,80,15000,Bott u. Brecht A.G.,COMMERZBANK,2019-09-22,out
734,41,28000,Rösch GmbH & Co. KG,COMMERZBANK,2019-01-15,out
735,13,15000,Wollmann GmbH und Co. KG,SANTANDER,2021-05-26,in
736,63,39000,Scheid A.G. & Co. KG,SANTANDER,2020-03-29,in
737,81,12000,Kemmer und Rößner AG & Co. KG,COMMERZBANK,2018-03-14,out
738,86,29000,GlaserGesellschaft mbH,SANTANDER,2021-09-19,in
739,79,16000,Hackenberg A.G. & Co. KG,DEUTSCHE BANK,2020-08-17,out
740,1,10000,Georgi und Lehmkuhl G.m.b.H.,COMMERZBANK,2019-05-14,out
741,89,22000,Tewes G.M.B.H.,DEUTSCHE BANK,2021-04-02,out
